FID	IID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
NA19005	NA19005	-0.0171521	0.0322441	0.0131255	-0.0154032	-0.0362766	0.0102136	0.0293267	0.039739	-0.0140472	-0.0211512
NA19006	NA19006	-0.0166532	0.0337387	0.00964706	-0.0128944	-0.0221324	0.0297883	0.0321015	0.00111172	-0.00815755	-0.0150167
NA19007	NA19007	-0.0178018	0.0327603	0.00313788	-0.0134366	-0.00244983	0.0345186	0.0316839	-0.00800836	0.0138183	0.0150453
NA19009	NA19009	-0.0177445	0.0309529	0.0086495	-0.00638359	-0.0181647	0.0291831	0.0156374	0.0277233	-0.0139407	0.0136546
NA19010	NA19010	-0.018025	0.0354368	0.00818381	-0.0146348	-0.0246558	0.0196954	0.0319737	0.00609521	-0.0164489	0.00450737
NA19011	NA19011	-0.0171806	0.0339817	0.00641078	-0.00560602	-0.00487595	0.0104767	0.0276278	0.0226173	-0.0115527	-0.0240444
NA19012	NA19012	-0.0180183	0.0304136	0.0107877	-0.00975677	-0.00531225	0.0440197	0.0262262	0.0210251	0.0210765	-0.027962
NA19017	NA19017	0.0308093	0.00448956	-0.00342351	-0.00497301	0.00709194	0.00318749	-0.00134447	0.00623583	0.0274514	-0.0119164
NA19019	NA19019	0.0332486	0.00480515	0.00293066	0.00273086	-0.036492	-0.00650944	-0.00761362	-0.0246029	0.00341542	0.000482108
NA19020	NA19020	0.0318563	0.00599877	-0.000662574	-0.00457412	0.00345348	-0.00815493	0.00805802	-0.0298506	-0.0121559	0.0431858
NA19023	NA19023	0.0346481	0.00524733	-0.00226707	0.00045143	-0.00025056	0.00192602	0.0114261	0.0138376	0.00803173	-0.00516112
NA19024	NA19024	0.0312286	0.00129141	0.000503396	-0.00318621	-0.0142207	0.00739463	-0.00357927	-0.0148406	0.0166952	0.0151239
NA19025	NA19025	0.0307097	0.0047756	-0.00317214	0.00169725	0.0177553	0.00207365	0.0169085	-0.0088792	-0.00539241	0.0128577
NA19026	NA19026	0.0304309	0.00525613	-0.0065126	1.22492e-05	0.0093423	-0.0125506	0.00262563	0.0235358	-0.0165705	0.0305596
NA19027	NA19027	0.0309209	0.00616971	0.000378402	-0.00399255	0.00857054	-0.0297388	0.0107542	-0.0074281	-0.0218986	0.0150365
NA19028	NA19028	0.0291149	0.00505166	0.00195863	-0.00210497	-0.0154783	0.00168735	0.00180969	-0.0098183	0.0130093	0.0145057
NA19030	NA19030	0.0328269	0.00541377	1.74387e-05	4.39909e-05	0.00381809	0.00747916	-0.0113064	0.00743923	-0.000858198	-0.00377421
NA19031	NA19031	0.0318612	0.00280581	-0.00929948	0.00191449	0.00320681	-0.0283567	-0.000113928	-0.00502687	-0.0391421	0.0365863
NA19035	NA19035	0.0333688	0.00311493	0.00155517	-0.000441139	0.0128938	-0.000802924	-0.00138043	-0.0116124	-0.00401327	0.0183764
NA19036	NA19036	0.0326569	0.00549234	-0.00290882	-0.00264881	-0.00342606	0.000313364	0.0032519	0.0026378	-0.00976276	0.0220537
NA19037	NA19037	0.0330274	0.00332035	0.000116522	-0.00142457	0.00291024	-0.00773238	0.00143538	-0.00634936	-0.00324211	-0.00315381
NA19038	NA19038	0.0322578	0.00521483	0.0024842	0.00293988	-0.00376226	-0.00460251	0.00541788	0.0191594	0.0203869	-0.00417836
NA19041	NA19041	0.0309569	0.00312555	0.00209196	-0.00110767	-0.0204283	-0.00611329	0.00804541	0.00142703	-0.0228243	-0.00595671
NA19042	NA19042	0.0323197	0.00648768	6.28827e-05	-0.0052641	0.0145812	-0.0200034	0.0137386	8.59996e-05	-0.0288366	0.0301448
NA19043	NA19043	0.0330465	0.00509431	-9.9374e-05	-0.00249075	-0.0200654	-0.00126293	-0.0153523	-0.0189182	-0.000194041	0.00531378
NA19054	NA19054	-0.0160349	0.0320115	0.00145744	-0.0100874	-0.0113095	0.0307077	0.0525566	0.0251727	-0.0180411	0.0206931
NA19055	NA19055	-0.0173275	0.0327897	0.0102773	-0.00507954	0.00988883	0.00669163	0.0451226	0.0348641	-0.0221977	-0.0196694
NA19056	NA19056	-0.0178737	0.0310236	0.005889	-0.00505258	-0.0336926	0.00368071	0.013384	0.0119114	-0.00774623	0.000392346
NA19057	NA19057	-0.0158724	0.0292459	0.00120034	-0.00340888	-0.0213149	0.00585678	0.0543334	0.0369006	-0.044793	-0.0287113
NA19058	NA19058	-0.0156968	0.0299426	0.00134038	-0.00845684	-0.0269207	-0.00461904	0.0590896	0.00548135	-0.0351781	-0.014848
NA19059	NA19059	-0.0171129	0.0303433	0.00226134	-0.0094199	-0.0176368	0.0119485	0.0483035	0.0429607	0.010939	0.00178343
NA19060	NA19060	-0.0144657	0.0294869	0.00248714	-0.0109817	-0.0199709	0.0463048	0.063107	0.0586668	-0.0336682	0.00626266
NA19062	NA19062	-0.0164782	0.0317176	0.00542884	-0.0121289	-0.0223569	0.0246205	-0.00962963	0.0173715	-0.00173243	-0.0084087
NA19063	NA19063	-0.0167712	0.0289743	0.0113001	-0.00455963	-0.0339405	0.0163768	0.0278545	0.0459132	-0.00198206	0.00751992
NA19064	NA19064	-0.0157739	0.0312658	0.00464078	-0.00531677	-0.0164646	0.017799	0.0499447	0.0540061	-0.0315606	-0.0219085
NA19065	NA19065	-0.0156101	0.0339912	0.0133079	-0.0201501	-0.0369588	0.020839	0.0352166	0.00549094	-0.0673321	-0.0133375
NA19066	NA19066	-0.0166628	0.0342222	0.0077034	-0.00852605	-0.0294414	0.0222716	0.0334478	0.0187112	-0.0348383	-0.0206894
NA19067	NA19067	-0.0164541	0.0321716	0.00410743	-0.0149802	-0.000898015	0.00583575	0.0489696	0.024963	-0.0397356	-0.0117773
NA19068	NA19068	-0.0167841	0.0297819	0.0149349	-0.0131485	-0.0279587	0.0234525	0.0314551	0.015845	-0.00895312	-0.0072387
NA19070	NA19070	-0.0159843	0.0300033	0.00114185	-0.00600172	-0.0142075	0.0546856	0.0367618	0.020982	0.0129884	-0.00810346
NA19072	NA19072	-0.0158438	0.0329438	0.00599202	-0.0155346	0.0110484	0.0104819	0.0440536	0.0541941	-0.0265506	0.0122804
NA19074	NA19074	-0.0179794	0.034071	0.00326788	-0.0139711	-0.0349836	-7.15746e-05	0.027932	0.0132437	-0.00655549	0.00606988
NA19075	NA19075	-0.0166729	0.02902	0.0120465	-0.0120285	-0.0416978	0.0438737	0.0490611	0.0372072	-0.00983195	-0.0192522
NA19076	NA19076	-0.019063	0.0318431	0.00843943	-0.0107498	-0.0278059	0.0342048	0.048247	0.0252819	-0.0206757	0.00711556
NA19077	NA19077	-0.016304	0.0318828	-0.000833645	-0.0106762	0.0142864	0.0356998	0.0307448	0.0338163	-0.0281116	0.0203152
NA19078	NA19078	-0.0169083	0.0326686	0.0119132	-0.0106756	-0.0255437	0.0377869	0.0323604	0.0139224	-0.0189599	-0.0160425
NA19079	NA19079	-0.0176619	0.029744	0.00523543	-0.00248669	-0.0140351	0.0111223	0.0191443	0.0381729	-0.0122017	-0.00817002
NA19080	NA19080	-0.0168267	0.0304422	0.0163138	-0.00734879	-0.0328632	0.0192761	0.0343575	0.0201591	-0.0211123	-0.0262091
NA19081	NA19081	-0.0160572	0.0324845	-0.00135842	-0.0169118	-0.023233	0.0200293	0.0326678	0.0277478	-0.00097801	0.0188037
NA19082	NA19082	-0.016149	0.0308065	0.00459812	-0.00192009	-0.00410972	0.034739	0.068259	0.0239423	0.0196138	0.0202798
NA19083	NA19083	-0.0171641	0.0289772	0.0060501	-0.00498007	-0.0293417	0.0539022	0.0314467	0.0392591	-0.0093576	-0.00556592
NA19084	NA19084	-0.0162591	0.0322658	0.0151303	-0.00555448	-0.0274788	0.0469629	0.0357995	0.03796	0.00586033	0.00400611
NA19085	NA19085	-0.0180934	0.0312096	0.00726266	-0.0170284	-0.0171536	0.0401764	0.0276248	0.0100138	0.00401744	9.79285e-05
NA19086	NA19086	-0.0174144	0.0286354	0.00513677	-0.00816834	-0.0365278	0.0453962	0.0442929	0.0162879	0.00214303	0.00894729
NA19087	NA19087	-0.0168104	0.0327688	0.00672221	-0.00766938	-0.0244048	0.0227374	0.0487772	0.00444229	-0.0297384	-0.00401436
NA19088	NA19088	-0.0169405	0.0347364	0.0129872	-0.0116716	-0.00260515	0.0436871	0.0198228	0.00965542	0.0003967	-0.0278136
NA19089	NA19089	-0.0173638	0.0326813	0.00706453	-0.0087013	-0.0131446	0.0395662	0.022119	-0.00392219	0.000560148	-0.0176313
NA19090	NA19090	-0.0157669	0.0317661	0.00883726	-0.0023485	-0.00487336	0.0246183	0.0460666	-0.00551252	-0.0265506	-0.0190026
NA19091	NA19091	-0.0166588	0.0311757	0.00926277	-0.00830685	-0.0373774	0.0169246	0.0204745	0.0299452	-0.0131285	-0.00799253
NA19092	NA19092	0.0343096	0.00558703	-0.00503069	0.00422875	0.00906565	0.00846867	0.00269688	0.0120747	0.0108462	0.0187848
NA19093	NA19093	0.0342017	0.00499938	-0.00260511	0.00399329	0.00372965	-0.0107554	0.00456378	-0.0231118	-0.00952338	0.00108258
NA19095	NA19095	0.032906	0.00492932	-0.000328107	-0.00211732	2.49951e-05	-0.00321356	-0.0038945	0.00575975	-0.0237601	0.0161365
NA19096	NA19096	0.035246	0.00415161	-0.00476425	0.00399441	-0.00983842	-0.00665092	-0.00163403	-0.0152127	-0.0148767	0.0161411
NA19098	NA19098	0.0346771	0.00510937	-0.00196713	-0.00356655	-0.0152559	0.0166009	-0.00433044	-0.0135496	0.0109578	-0.00209254
NA19099	NA19099	0.0364211	0.00478802	0.00292635	0.00271686	-0.00290918	-0.00823246	-0.0063272	0.00339834	0.0237019	-0.00302017
NA19102	NA19102	0.0351373	0.00436137	0.00121755	-0.000838145	-0.0194652	-0.00767593	-0.0056661	-0.00620388	-0.00224346	-0.00496388
NA19107	NA19107	0.0355973	0.00640157	-0.00122361	-0.00399326	0.0313204	0.00656619	0.00776859	-0.0266062	-0.0104397	0.0104444
NA19108	NA19108	0.0333504	0.00732617	0.00308091	0.00391236	-0.0231224	-0.010048	-0.0218731	0.00275027	0.00378159	0.0100645
NA19113	NA19113	0.0334075	0.00591061	-0.000564182	-0.00413223	-0.00905372	-0.0209928	-0.0113834	0.00768805	-0.0121686	0.0379043
NA19114	NA19114	0.0356532	0.00499339	0.000818113	0.000890187	-0.00259277	0.00198725	0.00713826	0.018898	0.00199969	0.00572293
NA19116	NA19116	0.0332068	0.00509661	-0.000241554	-0.00460305	0.0111279	0.0205451	0.00268785	-0.0244801	0.00565042	0.0118508
NA19117	NA19117	0.0357111	0.00610501	0.000624003	-0.00654832	0.00983126	0.0114731	0.0114335	-0.016407	-0.0325298	0.00769677
NA19118	NA19118	0.0345559	0.00577485	-0.00465225	0.00327225	0.0357403	0.00184495	-0.0052888	0.0127192	-0.0110904	-0.00953127
NA19119	NA19119	0.0343022	0.00490653	0.00125421	-0.00503581	0.000196434	0.0316557	-0.0121783	-0.0192155	0.0281926	-0.00710759
NA19121	NA19121	0.0345897	0.00408638	-0.00365531	0.000449701	-0.00942773	-0.0016483	-0.00360936	-0.00904217	0.00122943	-0.0149432
NA19129	NA19129	0.0339792	0.00664707	-0.00408853	-0.00247342	0.00758133	0.00136466	-0.00841116	0.0101493	-0.00320105	0.00130532
NA19130	NA19130	0.0351052	0.00540507	0.000184925	-0.0020715	-0.0228196	-0.00397762	-0.0108211	-0.0321127	0.00790013	-0.00593684
NA19131	NA19131	0.0357511	0.00706269	-0.00145378	-0.00458388	0.0101057	0.011993	0.00402189	-0.0228585	0.00305918	-0.00507058
NA19137	NA19137	0.0348125	0.00598742	0.00252662	-0.00220681	-0.00114179	-0.00984525	-0.0103557	0.0140556	-0.00413977	0.0195775
NA19138	NA19138	0.0347938	0.00620421	-0.00265914	0.00124388	0.00616948	0.0107727	-0.000535759	-0.0150468	-0.00494947	-0.00102061
NA19141	NA19141	0.0348131	0.00599551	-0.00249577	0.00577983	-0.00048167	0.00248481	-0.0057423	-0.0100135	-0.025796	0.00236804
NA19143	NA19143	0.0325985	0.0081988	-0.00190486	-0.00227883	0.000750818	-0.00902016	-0.00743289	0.00341281	-0.014179	0.00271285
NA19144	NA19144	0.0347476	0.004024	-0.00297807	0.00100942	-0.00610255	-0.0138932	0.0181908	0.00620296	-0.0180173	0.0142466
NA19146	NA19146	0.033831	0.00731626	-0.00147859	0.00299865	0.00141395	-0.0212446	0.00317474	-0.0199747	-0.0251859	0.00299458
NA19147	NA19147	0.0328128	0.0044218	-0.00159966	0.00487304	-0.0343139	0.00329509	0.000786938	-0.00627472	-0.00211068	-0.0177578
NA19149	NA19149	0.0355468	0.006274	-0.0051475	-0.0015055	0.00861001	0.00673239	0.0123055	0.00485751	-0.0184831	0.00803723
NA19152	NA19152	0.033619	0.00673869	0.00088868	0.00601753	-0.0051931	0.00125791	-0.0147366	0.0308852	0.01217	-0.00749313
NA19153	NA19153	0.0349463	0.00354389	0.00140968	2.87086e-05	0.00443111	0.0145713	0.00855824	-0.00869966	-0.00102346	0.0103178
NA19159	NA19159	0.0335382	0.00555677	0.00340495	0.00255851	-0.0040991	-0.0155662	-0.00552806	0.0373279	0.0295685	0.000635013
NA19160	NA19160	0.0347807	0.00577114	0.00154821	-0.000693499	-0.0198893	-0.00706472	-0.0107669	-0.0070325	-0.00170353	-0.00122837
NA19171	NA19171	0.0342427	0.00529038	-0.00533092	-0.0022772	-0.00518813	-0.00832299	-0.00499791	0.00466727	0.0263027	0.0110859
NA19172	NA19172	0.0340881	0.00564082	0.00198564	0.000442023	-0.0152501	0.0106336	-0.00471392	-0.00747838	-0.00317183	-0.00874838
NA19175	NA19175	0.0356147	0.00599137	-0.000254731	-0.000431063	-0.0151912	-0.0104693	-0.00360963	0.0100123	0.000342736	0.00702173
NA19184	NA19184	0.0336025	0.0053151	0.00103757	-0.00114361	-0.00924224	-0.0111253	-0.00927001	0.0232438	0.0203686	-0.0135718
NA19185	NA19185	0.0330787	0.0035382	-0.00104291	0.00300707	0.0108564	0.00593082	-0.00384328	-0.0116029	-0.0119532	0.00391832
NA19189	NA19189	0.0345831	0.0058141	0.00359824	0.00352626	0.0105712	0.00137336	-0.00261648	0.0157962	0.00542	0.0201341
NA19190	NA19190	0.035701	0.00312342	-0.00234174	0.00175399	-0.00542974	-0.0124315	0.00175686	-0.00674939	0.00486547	-0.0121747
NA19197	NA19197	0.0354206	0.00598669	3.65122e-05	-0.00168588	-0.006565	-0.0018754	-0.00617115	-0.0021144	-0.0175117	0.031336
NA19198	NA19198	0.0345695	0.00554387	-0.000696909	-0.00600502	-0.0220851	-0.00127873	-0.0242711	-0.00487139	0.00207367	0.0167232
NA19200	NA19200	0.0347354	0.00591853	0.000557853	-0.00214973	0.00533021	0.0103943	-0.00833552	-0.0367426	-0.000574515	0.0133086
NA19201	NA19201	0.0329691	0.00390779	0.000426052	0.00308395	-0.000309513	-0.0143132	0.000138314	-0.00379831	-0.0196158	0.0196412
NA19204	NA19204	0.0345638	0.00840144	-0.000128899	0.00260626	0.00941355	0.00658395	-0.00934467	-0.00149241	0.0088246	0.00434189
NA19206	NA19206	0.035784	0.00607722	-0.00495775	0.000723943	-0.00278221	0.00546528	-0.00107664	-0.00380511	-0.0160887	0.021131
NA19207	NA19207	0.0337465	0.00628524	-0.00146026	0.00201226	-0.00487937	-0.00501121	0.0155474	-0.00276588	-0.0240353	0.00791754
NA19209	NA19209	0.0343653	0.00484365	0.00285635	-0.000843091	-0.022728	-0.00364072	-0.0106243	-0.0163048	-0.00776859	0.0204167
NA19210	NA19210	0.0351786	0.00573222	0.0057286	0.00535218	-0.0075506	-0.00703548	0.00149159	0.00715946	-0.00371152	0.00588044
NA19213	NA19213	0.0345372	0.00494838	0.000677081	-0.00474696	-0.00943145	0.00814084	0.0119758	-0.006384	-0.00770858	-0.0102691
NA19214	NA19214	0.0341729	0.00839448	0.00424577	0.0008697	0.00452759	-0.00440246	-0.00249861	0.0141311	0.0117025	-0.0125809
NA19222	NA19222	0.0324857	0.00395571	0.00175824	0.000704516	-0.00021454	0.00109555	0.00109539	-0.00324874	-0.0225782	0.0140419
NA19223	NA19223	0.034339	0.00682546	0.000227553	-0.000402448	0.00245708	-0.0127447	-0.0261807	-0.00513084	-0.0143837	0.023489
NA19225	NA19225	0.035895	0.00665122	0.0051194	0.000836876	-0.0104078	-0.00926055	-0.00143928	-0.00321239	-0.00148969	-0.00339075
NA19235	NA19235	0.0347472	0.00569171	0.00191224	0.000809989	-0.0206352	-0.00509757	-0.00716188	0.0123435	-0.000251739	0.0026546
NA19236	NA19236	0.0344886	0.00463649	0.00136449	0.0055163	0.0170883	0.000906552	-0.00381005	-0.0058817	0.0030521	-0.0161112
NA19238	NA19238	0.0339507	0.00669702	-0.00296805	-0.00220706	0.00415804	-0.00439084	-0.00474619	0.0366088	-0.00836393	0.00910387
NA19239	NA19239	0.0327457	0.00382108	0.00233275	0.00251711	-0.00390113	0.0157839	-0.0146074	-0.000216072	0.0236542	0.00212512
NA19247	NA19247	0.0361623	0.00609713	2.87776e-05	-0.00515455	0.00122872	0.0353029	0.00293265	-0.0245101	0.0211034	0.00132734
NA19248	NA19248	0.0351297	0.00479835	-0.00184257	-0.00174942	0.0285203	-0.0130041	0.00262275	0.00667509	-0.00949885	-0.00494423
NA19256	NA19256	0.0341646	0.00370099	0.00170938	-0.00130777	0.00208992	-0.0108109	-0.0129859	0.00226809	-0.0240287	0.0172996
NA19257	NA19257	0.0349379	0.00404471	-0.000592571	-0.00291528	0.0190336	-0.0133558	-0.00780829	-0.0177349	-0.0169599	0.00856603
NA19307	NA19307	0.0303711	0.00672794	-0.00366878	-0.00306391	-0.00741057	-0.00851009	0.0115669	-0.027156	-0.0202673	0.026535
NA19308	NA19308	0.0335618	0.00313352	-7.07337e-05	-0.00190643	0.0193184	-0.0163428	-0.00797183	0.0123978	-0.00534576	-0.00725003
NA19309	NA19309	0.0301825	0.00466113	-0.00480619	-0.000755387	-0.0112918	0.0163713	0.000858052	-0.0245158	0.00488808	0.0460642
NA19310	NA19310	0.0313785	0.00593587	0.00191899	0.000128872	-0.0257701	-0.000121498	0.00172313	-0.0221392	0.00113016	0.0168414
NA19312	NA19312	0.0313661	0.00405633	0.000191068	0.00136232	0.00726381	-0.0340328	-0.00047511	-0.00296769	-0.00996635	0.0138311
NA19314	NA19314	0.0309753	0.00505323	0.000685254	-0.000246066	-0.00966034	0.00429634	0.00973813	-0.0329233	0.00211871	-0.0109211
NA19315	NA19315	0.0312279	0.00347223	0.00111198	-0.00558114	0.00241027	-0.00260225	-0.00413979	-0.0137281	0.0143178	0.0155991
NA19316	NA19316	0.0339764	0.00608127	-0.000898387	-2.51009e-05	0.0079745	-0.00750618	0.00307045	0.00339562	-0.0274786	0.00444935
NA19317	NA19317	0.0336488	0.00592733	-0.00374289	-0.00169314	0.00986946	-0.0046971	-0.0127684	0.0162932	-0.0216458	0.0237892
NA19318	NA19318	0.0321458	0.00251583	0.00019171	-0.00363045	-0.0229326	0.000555576	-0.00448943	-0.0049566	0.0176975	0.0108161
NA19319	NA19319	0.0298277	0.004735	-0.000944449	-0.0061429	0.0023022	-0.00194973	0.00505778	-0.0122044	0.00476986	0.021515
NA19320	NA19320	0.0345634	0.00649898	-0.00194808	-0.00419497	0.010829	-0.00891888	0.0118779	0.00226582	-0.0192235	0.0290986
NA19321	NA19321	0.0328811	0.00532881	0.00456911	-0.0030826	-0.0183785	0.0214734	-0.00824232	-0.00121906	0.0148316	-0.00345282
NA19323	NA19323	0.0309742	0.00337318	-0.00638508	-0.00196827	0.007385	-0.00323363	0.00399996	-0.0178401	-0.00646941	0.019951
NA19324	NA19324	0.0351394	0.00398616	0.00228559	-0.00367953	-0.00290486	0.0109874	-0.00911575	-0.00293646	0.00329073	0.00329337
NA19327	NA19327	0.0302987	0.00322498	0.00238443	-0.00057445	-0.0199071	-0.0105775	-0.00580134	0.010288	0.0370777	-0.00510814
NA19328	NA19328	0.0336332	0.00377595	0.000184955	0.000621193	-0.000892361	0.00895357	-0.0079727	0.0110222	0.0155007	0.0215886
NA19331	NA19331	0.0329217	0.00426698	0.00346787	0.00181344	0.0235585	0.000355927	0.000424399	0.0172175	-0.022646	0.00911195
NA19332	NA19332	0.0318499	0.00604957	-0.00311626	-0.00433703	0.035028	-0.00538656	0.00195861	0.00677132	0.00367747	0.00799586
NA19334	NA19334	0.0313154	0.00541526	-0.000479648	0.00323587	0.0303316	-0.000764757	0.0134659	0.0146438	-0.0146318	0.0241617
NA19338	NA19338	0.0310969	0.00691339	0.00394976	-0.00514566	-0.0194405	-0.00130143	-0.00574999	0.00555194	-0.00254315	-0.000998361
NA19346	NA19346	0.0347058	0.00391013	0.00330756	-0.00301477	0.019567	-0.0066668	0.00664993	0.00751428	-0.0160574	0.0254289
NA19347	NA19347	0.0324942	0.00489675	-0.000776601	-0.00359803	0.0018868	-0.00994494	0.000874746	0.0258403	0.00397446	0.0177949
NA19350	NA19350	0.0313334	0.00637722	-0.00130061	0.00133388	-0.0295615	0.00603181	0.0152288	-0.0275586	-0.0153524	0.0202638
NA19351	NA19351	0.0327238	0.00623721	-0.0051404	0.00249165	-0.00210934	0.0158725	-0.0015255	-0.0362826	0.0178957	-0.00994374
NA19355	NA19355	0.0340957	0.00499554	0.00379118	-0.0035785	-0.0116191	-0.00887488	0.00970153	-0.00157916	0.0202915	0.0169668
NA19360	NA19360	0.0312827	0.00403576	0.000730248	-0.00010421	0.00147511	-0.0125633	0.00409472	-0.0129796	-0.00649299	0.0267229
NA19372	NA19372	0.0338537	0.0082769	-0.00125802	-0.00336964	-0.0188332	0.0107476	-0.0104284	-0.00310015	0.00165694	0.0112929
NA19374	NA19374	0.0332318	0.00606974	-0.00309714	-0.00119156	0.0189298	-0.00336081	-0.00718167	-0.000545729	-0.00827411	0.0449606
NA19375	NA19375	0.0303463	0.00483007	-0.00220845	2.62286e-05	-0.00131086	-0.00740866	0.0213059	-0.0332699	-0.0115029	0.00223646
NA19376	NA19376	0.0327209	0.00721185	0.0029549	-0.00293699	-0.0289959	0.00465746	-0.000510623	-0.0110026	-0.0187013	-0.00415252
NA19377	NA19377	0.031608	0.0049134	0.00162641	0.00024876	-0.0213242	-0.0021568	-0.000416839	-0.00412079	-0.000460494	0.0120053
NA19378	NA19378	0.033584	0.00544689	-0.00148659	-0.000341092	0.00521512	-0.0102482	0.0169129	0.00414349	-0.0103791	-0.0044051
NA19379	NA19379	0.0348165	0.00270693	-0.00194285	-0.00230508	0.0130848	0.00454562	0.0171342	0.00298862	0.000396625	0.0174416
NA19380	NA19380	0.0323036	0.00685327	0.00253295	0.00423909	-0.0185673	-0.011693	-0.00456203	-0.0111498	-0.0118335	0.0138477
NA19383	NA19383	0.033652	0.00483309	-0.000453187	0.00130968	0.0188093	0.0179355	0.0083747	-0.0313985	-0.00168191	-0.0137295
NA19384	NA19384	0.0342572	0.00549224	-2.09867e-05	-0.000101435	0.0166762	-0.0250122	-0.00394441	-0.00638601	-0.0130202	0.038383
NA19385	NA19385	0.0314061	0.00486549	0.00444106	-0.00332203	-0.0103661	-0.0124847	0.00879913	-0.0116768	-0.00990076	0.0231636
NA19390	NA19390	0.0343904	0.00328899	-0.000469207	-0.00156802	-0.002494	0.0035562	0.0187162	-0.0146268	0.0017934	-0.000108134
NA19391	NA19391	0.0300287	0.00400813	-0.00346856	0.00313026	0.0204152	-0.00771341	0.00723155	-0.0214905	-0.0226633	-0.00183113
NA19393	NA19393	0.0304979	0.00612052	-0.00121961	-0.000555473	-0.00667226	0.0139093	0.00177793	-0.0143426	0.0107114	0.000490538
NA19394	NA19394	0.0332606	0.00419685	-0.0017903	0.00275566	-0.0170719	-0.0131852	0.00496194	0.00388599	0.0115969	0.0229834
NA19395	NA19395	0.0318298	0.00467064	-0.0034064	-0.00132273	0.0126486	-0.0131318	0.0134203	-0.00579462	-0.00698162	-0.00431737
NA19397	NA19397	0.0326085	0.00556857	-0.00327024	0.00530068	0.00636139	-0.0198578	-0.00109622	-0.00803079	-0.0306979	0.00980183
NA19399	NA19399	0.0314523	0.00311144	-0.000842072	0.0016214	-0.00205748	-0.00264985	-0.0177012	-0.0102775	0.0022274	0.00952418
NA19401	NA19401	0.0301872	0.00674939	0.00360433	0.00355245	0.0128336	-0.0010051	-0.0088302	0.0140063	0.0053706	0.0161362
NA19403	NA19403	0.0320651	0.00374696	-0.00445687	-0.00372919	-0.00163358	-0.0187391	-0.0130459	0.0194009	0.0107814	0.00730602
NA19404	NA19404	0.0350095	0.00479872	-0.00312321	-2.4756e-05	0.0126662	0.00921302	0.00684626	-0.0091391	-0.00768682	-0.00715627
NA19428	NA19428	0.0328763	0.0060642	-0.00107011	-0.00249786	-0.0107181	-0.0152722	-0.00385215	0.00817837	-0.0056023	0.0126853
NA19429	NA19429	0.0322784	0.00873317	-0.00283598	0.00275103	0.00519224	-0.0104735	-0.00065856	0.000986557	-0.0214657	0.00286556
NA19430	NA19430	0.0330393	0.0048597	-0.00275728	0.00195531	-0.0281374	-0.00451462	-0.00611674	0.00233428	0.00605183	0.0142007
NA19431	NA19431	0.0336985	0.00641787	0.00103677	-0.00309629	-0.0106366	0.00478678	-0.00815703	-0.0133352	0.0220651	0.0167256
NA19434	NA19434	0.0324513	0.00353079	-0.0013913	0.00370881	-0.00873118	-0.010406	0.00238105	-0.00182956	0.0135684	0.012314
NA19435	NA19435	0.0320511	0.00246944	-0.00410554	-0.00212606	0.00094739	-0.00134998	0.0105424	-0.0228545	-0.00138033	0.0154385
NA19436	NA19436	0.0317025	0.00487193	-0.00296298	0.00137386	0.0216937	-0.0272027	0.0126185	0.0199264	-0.0146809	0.0345969
NA19437	NA19437	0.032373	0.00460779	-0.00102604	-0.00453649	-0.0177832	-0.00160089	0.00601709	-0.0167903	-0.0096557	0.0198285
NA19438	NA19438	0.0336666	0.00642053	-0.00553008	0.0030694	0.000919949	0.00222868	0.0099482	-0.0178079	-0.00945841	0.0238266
NA19439	NA19439	0.0319956	0.00504313	0.00120484	-0.00442246	0.00330834	-0.0118359	0.00219643	0.00376898	0.0046147	0.0168266
NA19440	NA19440	0.0335661	0.00505946	-0.00238525	0.00100237	0.0139674	-0.00430335	0.00553278	-0.00790028	-0.0169284	0.00349603
NA19443	NA19443	0.0282522	0.00246066	-0.000102034	-0.00557782	-0.00820751	-0.000261589	-0.0165924	0.00216505	0.0136476	-0.0230177
NA19445	NA19445	0.0318457	0.00507051	0.00128106	-0.00462552	-0.00356249	0.00134542	0.0283539	-0.0290774	-0.00875999	0.015649
NA19446	NA19446	0.0335153	0.00875507	0.0053241	0.0039741	-0.0205772	-0.0127389	-0.0271992	-0.00493623	0.00120339	0.0137874
NA19448	NA19448	0.0301173	0.00396927	-0.00455191	-0.00325321	-0.0237537	-0.0194765	0.0039872	-0.0162691	-0.0115319	0.0207976
NA19449	NA19449	0.0324269	0.00390602	0.00150045	0.00273071	-0.0102932	0.00275559	-0.00723502	-0.00306189	0.00574043	0.0219979
NA19451	NA19451	0.032148	0.00480766	0.00351367	0.00511463	-0.0211438	-0.00491491	-0.0156806	-0.00656174	-0.000105572	0.0138911
NA19452	NA19452	0.0312857	0.0040902	-0.00512025	-0.00429156	0.0169565	-0.0154924	-0.00114283	0.0166902	0.00334051	0.00479687
NA19454	NA19454	0.0320512	0.00353373	-0.00169832	0.00783982	0.00606998	-0.00639923	-0.0135929	-0.0115867	-0.00568513	0.00698888
NA19455	NA19455	0.0329105	0.00435651	-0.00263778	0.000291699	0.0174581	-0.00717848	0.016607	0.00433662	-0.0127759	0.0219703
NA19456	NA19456	0.0336316	0.0054753	0.0018793	-0.000157574	-0.00790849	-0.00828707	0.00185085	0.0063198	-0.0139169	-0.00545279
